transaction_id,customer_id,date,amount,card_type,merchant,is_fraud,age,gender,income
830,802,2024-09-08 22:07:25.828528,118.32062727107284,Mastercard,Restaurant,1,58,Male,73702.19016211742
831,279,2025-03-03 22:07:25.828532,44.8497903822565,Mastercard,Restaurant,0,41,Female,77091.20069315106
832,560,2024-11-26 22:07:25.828537,82.95454628155456,Visa,Restaurant,0,42,Female,12787.764912532766
833,55,2025-02-20 22:07:25.828542,60.72984099893268,Amex,Target,0,48,Female,25334.146804746924
834,17,2024-09-16 22:07:25.828546,51.93517918587715,Visa,Target,0,34,Female,50529.193004766516
835,335,2025-02-20 22:07:25.828551,77.1963247132989,Mastercard,Walmart,0,69,Male,64539.49025805148
836,62,2025-04-01 22:07:25.828556,52.16756144713747,Mastercard,Gas Station,0,29,Male,50311.46311661908
837,637,2025-06-02 22:07:25.828560,111.73433531293287,Mastercard,BestBuy,0,23,Male,54025.5557451116
838,749,2025-03-27 22:07:25.828565,6.847664996163225,Visa,Target,0,24,Male,69778.92927666982
839,573,2025-07-04 22:07:25.828570,34.54487302723947,Amex,Walmart,0,57,Male,40949.99841098475
840,957,2025-05-04 22:07:25.828574,46.20443309138149,Amex,Starbucks,0,66,Female,18000.712805348958
841,556,2025-07-14 22:07:25.828579,63.183580713739715,Mastercard,Restaurant,0,65,Male,50791.75994768099
842,327,2024-11-30 22:07:25.828583,88.03881461309267,Visa,Amazon,0,62,Female,44077.284512684404
843,893,2025-08-29 22:07:25.828588,49.2680429829153,Visa,BestBuy,0,38,Female,59887.58074213515
844,128,2025-06-03 22:07:25.828593,7.333110514813782,Mastercard,Gas Station,0,42,Female,66957.80726948459
845,500,2025-03-17 22:07:25.828597,75.27541689365013,Visa,Starbucks,0,42,Female,82797.05485438135
846,259,2024-10-21 22:07:25.828602,198.4805223203151,Mastercard,BestBuy,1,25,Female,100864.47519268081
847,713,2025-08-12 22:07:25.828607,1.0,Visa,BestBuy,0,21,Female,76871.56718959642
848,835,2024-10-12 22:07:25.828611,49.88587598987602,Mastercard,Target,0,47,Female,67495.68230914694
849,624,2025-09-02 22:07:25.828616,2.2957450795910646,Visa,Walmart,0,32,Male,88124.90948400897
850,867,2025-04-23 22:07:25.828620,111.69127449890063,Visa,BestBuy,1,22,Female,41143.19014879527
851,1000,2025-01-13 22:07:25.828625,22.915732191116007,Visa,Gas Station,0,53,Male,64079.68811993573
852,904,2025-08-22 22:07:25.828630,74.27794094725957,Visa,Starbucks,0,43,Female,32369.45990594839
853,410,2024-09-22 22:07:25.828635,53.504905225165516,Mastercard,Gas Station,0,42,Female,88759.63934363454
854,888,2025-07-19 22:07:25.828639,11.432269977319173,Mastercard,BestBuy,0,60,Male,18712.399959932838
855,143,2025-07-31 22:07:25.828644,76.40197888872027,Mastercard,Gas Station,0,54,Male,59477.736189303294
856,901,2025-06-17 22:07:25.828648,6.985825282147566,Mastercard,Gas Station,0,51,Female,53041.16014704389
857,397,2025-01-28 22:07:25.828653,59.903413714128305,Mastercard,Restaurant,0,45,Male,44769.65656990294
858,719,2024-11-06 22:07:25.828658,25.579679921253327,Visa,Walmart,0,25,Female,52042.46186901196
859,359,2025-06-22 22:07:25.828662,39.0296875240844,Visa,Amazon,0,24,Male,49137.08989100878
860,652,2024-11-25 22:07:25.828667,65.12812244115152,Visa,BestBuy,0,62,Male,37755.340000900134
861,739,2024-12-28 22:07:25.828672,65.64348197178587,Mastercard,Starbucks,0,69,Male,54477.32346765171
862,319,2025-07-18 22:07:25.828678,90.1090722066788,Visa,Restaurant,0,29,Female,68122.84528832708
863,648,2025-05-05 22:07:25.828682,47.5323890098564,Visa,Restaurant,0,60,Male,24002.56986737148
864,970,2025-02-01 22:07:25.828687,59.19352588890022,Mastercard,Amazon,0,24,Male,58568.93507622321
865,802,2025-01-07 22:07:25.828692,36.86788032787026,Amex,Gas Station,0,58,Male,73702.19016211742
866,712,2025-07-09 22:07:25.828696,55.45969647868393,Mastercard,Amazon,0,68,Male,76065.22221474646
867,278,2024-09-18 22:07:25.828701,63.18458144025535,Mastercard,Target,0,31,Male,56321.39848900773
868,818,2025-05-19 22:07:25.828706,47.050704576368716,Mastercard,Target,0,24,Male,30595.284724371362
869,652,2024-10-19 22:07:25.828710,1.0,Visa,BestBuy,0,62,Male,37755.340000900134
870,662,2025-07-17 22:07:25.828715,59.944126889926864,Mastercard,Restaurant,0,38,Male,44411.830209868174
871,91,2025-07-04 22:07:25.828720,60.93684432066371,Amex,Starbucks,0,47,Male,59185.798191066875
872,698,2024-10-01 22:07:25.828724,29.594795709561474,Visa,Target,0,26,Female,55211.96506949479
873,82,2025-08-08 22:07:25.828729,11.46838891782457,Visa,Gas Station,0,55,Male,29390.906451011353
874,19,2024-11-15 22:07:25.828733,94.27637451511896,Visa,Walmart,0,52,Male,47738.50756692177
875,379,2024-12-20 22:07:25.828738,64.74336532683206,Visa,Walmart,0,53,Male,29336.415305335737
876,645,2025-08-26 22:07:25.828743,43.127569072348706,Amex,Gas Station,0,69,Male,69789.52659631784
877,784,2025-05-13 22:07:25.828747,15.889013505575377,Visa,Amazon,0,35,Female,59845.62401070399
878,369,2024-09-13 22:07:25.828752,25.345555147359622,Visa,Gas Station,0,60,Male,49609.57074959271
879,681,2024-12-24 22:07:25.828757,89.07771190358694,Amex,Amazon,0,47,Male,68244.92313284385
880,458,2025-03-07 22:07:25.828761,54.129858226041385,Mastercard,Amazon,0,68,Female,44715.989056602426
881,19,2025-02-08 22:07:25.828766,33.482387989978804,Mastercard,Walmart,0,52,Male,47738.50756692177
882,253,2024-11-04 22:07:25.828771,65.29067693673969,Amex,Target,0,52,Female,43889.138768844285
883,364,2025-04-29 22:07:25.828775,25.568054376610288,Visa,Gas Station,0,46,Female,61587.78855181589
884,193,2025-07-09 22:07:25.828780,95.02529090841135,Mastercard,Target,0,39,Female,101143.85213159774
885,278,2025-02-01 22:07:25.828784,90.58401604690175,Visa,BestBuy,0,31,Male,56321.39848900773
886,657,2025-08-20 22:07:25.828793,36.002777863916705,Visa,Starbucks,0,68,Male,53842.0397523381
887,35,2025-08-06 22:07:25.828804,31.13989258907419,Visa,Walmart,0,51,Female,50473.47273285242
888,679,2025-06-17 22:07:25.828815,1.0,Visa,Restaurant,0,23,Female,64545.7729366981
889,244,2025-01-30 22:07:25.828824,5.552576853458959,Amex,Amazon,0,57,Female,75282.85212751123
890,585,2024-09-03 22:07:25.828829,9.815906751267313,Amex,Starbucks,0,69,Female,62897.607733915174
891,823,2025-04-02 22:07:25.828834,54.055710229621575,Amex,Amazon,0,26,Male,72925.63713663239
892,645,2025-08-20 22:07:25.828838,40.21298886675921,Visa,Starbucks,0,69,Male,69789.52659631784
893,73,2025-02-28 22:07:25.828843,9.639935377542756,Amex,Starbucks,0,50,Female,81487.806373779
894,627,2024-10-26 22:07:25.828848,41.565078726063284,Mastercard,Target,0,45,Female,53426.14621878326
895,267,2025-08-27 22:07:25.828852,65.16011442942046,Visa,Restaurant,0,51,Female,75812.33368245335
896,334,2025-08-31 22:07:25.828860,65.83518049746762,Mastercard,BestBuy,0,36,Male,71899.68568318363
897,622,2025-05-15 22:07:25.828864,1.0,Visa,BestBuy,0,60,Female,51886.643793725045
898,168,2025-01-08 22:07:25.828869,46.15209558548508,Visa,Amazon,0,52,Male,50086.08291972136
899,728,2024-09-05 22:07:25.828874,8.49977669085169,Amex,Walmart,0,66,Male,54492.779085878974
900,340,2025-01-07 22:07:25.828879,77.05186091420822,Mastercard,BestBuy,0,37,Female,46932.50173667734
901,97,2024-12-03 22:07:25.828883,73.52439249060495,Visa,Walmart,0,48,Male,44452.93635148224
902,900,2024-11-13 22:07:25.828888,23.059183210266248,Mastercard,Amazon,0,23,Female,73080.63342021761
903,895,2025-01-19 22:07:25.828893,27.018643927988006,Amex,Walmart,0,46,Female,50760.80458029145
904,592,2025-08-19 22:07:25.828897,36.161988485050784,Mastercard,Starbucks,0,25,Male,49066.97504115602
905,729,2025-02-23 22:07:25.828902,1.0,Visa,Starbucks,0,53,Female,64794.95176413853
906,698,2025-05-07 22:07:25.828907,60.0790452032173,Visa,Amazon,0,26,Female,55211.96506949479
907,961,2025-08-06 22:07:25.828911,142.39860232802408,Visa,Walmart,1,48,Male,75929.2653673064
908,883,2025-02-13 22:07:25.828916,79.10525247703578,Amex,Restaurant,0,26,Female,74277.04320694145
909,984,2025-07-26 22:07:25.828921,17.047723461123418,Visa,Restaurant,0,57,Male,61245.27858241508
910,64,2024-12-04 22:07:25.828925,31.42631155250205,Visa,Walmart,0,68,Male,93365.11644732828
911,579,2025-01-15 22:07:25.828930,4.804242258826541,Visa,Amazon,0,26,Male,38314.78350934632
912,96,2025-06-09 22:07:25.828934,19.871283095172405,Amex,Restaurant,0,53,Male,39905.331300122576
913,546,2025-04-30 22:07:25.828939,14.540540117953434,Mastercard,BestBuy,0,57,Male,48998.30647143498
914,369,2024-11-07 22:07:25.828944,79.87921036539338,Mastercard,Target,0,60,Male,49609.57074959271
915,345,2025-08-09 22:07:25.828948,29.052144537458233,Visa,BestBuy,0,49,Female,56530.66223774981
916,442,2025-04-11 22:07:25.828953,53.72527054233841,Visa,Gas Station,0,68,Female,33810.102207298376
917,451,2025-08-21 22:07:25.828957,38.57709788414587,Amex,Target,0,56,Male,59366.00396958815
918,903,2025-02-03 22:07:25.828962,11.91604201961561,Amex,Walmart,0,60,Female,71544.20211297568
919,234,2025-08-09 22:07:25.828967,44.95098730485072,Amex,Target,0,52,Male,70261.01049019513
920,675,2025-06-27 22:07:25.828971,67.97309995590784,Amex,Restaurant,0,64,Female,61873.37976298566
921,157,2025-06-28 22:07:25.828976,13.76721822369943,Amex,Target,0,29,Female,91984.54233401749
922,1000,2025-01-13 22:07:25.828981,74.27338372194137,Mastercard,Walmart,0,53,Male,64079.68811993573
923,793,2025-05-17 22:07:25.828985,24.50837235566911,Amex,Starbucks,0,34,Female,81296.23326051567
924,28,2025-04-10 22:07:25.828990,35.510482217814776,Mastercard,Target,0,41,Female,72634.8547845351
925,472,2025-05-15 22:07:25.828994,65.92049369030144,Visa,Restaurant,0,50,Female,41807.59816807074
926,581,2025-01-18 22:07:25.828999,30.09691528341536,Visa,Restaurant,0,20,Female,33925.99250273996
927,923,2025-05-15 22:07:25.829004,51.12724578007597,Amex,Amazon,0,31,Female,40957.84853247022
928,458,2025-07-31 22:07:25.829008,40.55927513635723,Visa,BestBuy,0,68,Female,44715.989056602426
929,844,2025-05-15 22:07:25.829013,53.88104020111456,Amex,Walmart,0,31,Female,42297.451412008144
930,338,2024-12-13 22:07:25.829018,1.0,Visa,Walmart,0,32,Female,80177.91846043678
931,742,2025-01-10 22:07:25.829022,1.0,Visa,Target,0,55,Male,50379.92036934616
932,904,2025-06-12 22:07:25.829027,68.47901018140514,Visa,Starbucks,0,43,Female,32369.45990594839
933,422,2025-07-23 22:07:25.829031,81.1154421694715,Visa,Starbucks,0,65,Male,49701.20245913348
934,375,2025-05-25 22:07:25.829036,22.685398894054362,Visa,BestBuy,0,54,Male,90270.95684222842
935,862,2025-08-28 22:07:25.829041,42.67914943486597,Visa,BestBuy,0,41,Female,65565.22172799036
936,649,2025-03-07 22:07:25.829045,58.84157758706905,Amex,Restaurant,0,28,Male,70364.8239303803
937,624,2024-11-25 22:07:25.829050,70.79652804976112,Visa,Starbucks,0,32,Male,88124.90948400897
938,299,2024-10-18 22:07:25.829055,1.0,Visa,Gas Station,0,20,Female,75762.1188192846
939,25,2025-01-20 22:07:25.829059,23.418792590648685,Visa,Starbucks,0,26,Female,36480.44738975653
940,606,2024-10-23 22:07:25.829064,40.02261860450375,Mastercard,Starbucks,0,58,Female,87516.5181313538
941,66,2024-09-03 22:07:25.829068,71.09420591708148,Mastercard,Target,0,26,Male,102896.63843504744
942,529,2025-01-17 22:07:25.829073,124.95291451164485,Mastercard,Restaurant,0,56,Male,65774.85984537072
943,621,2024-11-18 22:07:25.829078,43.159828195708464,Visa,Amazon,0,52,Male,56035.95496925792
944,391,2025-04-06 22:07:25.829083,7.790676136880336,Visa,BestBuy,0,62,Female,106505.79525689266
945,278,2024-11-30 22:07:25.829087,62.06804231603894,Mastercard,Gas Station,0,31,Male,56321.39848900773
946,10,2025-02-17 22:07:25.829092,218.53145160888195,Amex,Gas Station,1,36,Female,27759.867059120494
947,346,2025-06-25 22:07:25.829097,53.24042362938503,Visa,Walmart,0,48,Male,108780.9204057051
948,141,2025-05-14 22:07:25.829102,22.800543645371214,Visa,Starbucks,0,61,Female,50298.18025458246
949,810,2025-08-30 22:07:25.829106,78.73981824440057,Visa,Starbucks,0,20,Female,38000.20985482338
950,28,2024-09-18 22:07:25.829111,69.90636855495305,Visa,Amazon,0,41,Female,72634.8547845351
951,100,2024-10-07 22:07:25.829116,19.217574674131267,Mastercard,Restaurant,0,35,Male,57530.409986922416
952,187,2024-10-20 22:07:25.829120,61.44276852603026,Mastercard,Starbucks,0,44,Female,66206.00539359638
953,779,2024-09-18 22:07:25.829125,79.91796702976617,Visa,BestBuy,0,28,Male,89793.48765697256
954,393,2025-05-31 22:07:25.829130,85.45670127676681,Visa,Gas Station,0,35,Female,68663.8920745771
955,720,2025-04-04 22:07:25.829135,48.00653074071632,Amex,Starbucks,0,30,Male,53782.152411973075
956,849,2024-10-27 22:07:25.829139,39.25761661462043,Amex,Amazon,0,35,Male,33356.43335204676
957,311,2025-04-19 22:07:25.829144,86.81821466243788,Amex,Target,0,54,Female,86955.00259571223
958,261,2024-12-30 22:07:25.829149,13.695184910573445,Visa,BestBuy,0,55,Female,51489.34255780258
959,69,2025-01-03 22:07:25.829154,63.15737872763016,Mastercard,Target,0,41,Female,79668.23702759355
960,38,2025-08-03 22:07:25.829158,8.89920117906712,Visa,Walmart,0,50,Male,87077.99591891238
961,991,2025-07-25 22:07:25.829163,81.96128816778808,Visa,Amazon,0,34,Male,21508.01430123231
962,66,2025-01-17 22:07:25.829167,42.25863453166515,Visa,Walmart,0,26,Male,102896.63843504744
963,475,2025-07-29 22:07:25.829172,88.05749706942407,Mastercard,Walmart,0,25,Male,76564.85152963374
964,494,2025-01-23 22:07:25.829177,64.7423826906658,Visa,Gas Station,0,25,Female,85460.49285446445
965,747,2025-08-28 22:07:25.829182,13.303393098142102,Amex,Walmart,0,22,Female,62335.338250226116
966,467,2024-10-16 22:07:25.829186,92.7388319623173,Visa,Walmart,0,48,Female,20382.60717575735
967,64,2025-01-26 22:07:25.829191,96.53735799283189,Visa,Amazon,0,68,Male,93365.11644732828
968,747,2025-06-20 22:07:25.829195,76.46859477797648,Visa,Target,0,22,Female,62335.338250226116
969,665,2025-08-30 22:07:25.829200,27.1523640489134,Visa,Starbucks,0,38,Male,33202.3075197404
970,180,2024-10-03 22:07:25.829205,40.819581369277735,Visa,Walmart,0,30,Male,49382.836764569096
971,678,2025-04-22 22:07:25.829209,54.36281652217278,Visa,Gas Station,0,23,Female,2270.008879950219
972,845,2025-05-08 22:07:25.829214,28.888688020057,Visa,Restaurant,0,45,Female,65250.384126891426
973,989,2025-06-01 22:07:25.829219,119.3722962021836,Visa,Starbucks,1,37,Male,93214.66317817164
974,787,2025-07-03 22:07:25.829225,54.3297941517811,Mastercard,Gas Station,0,28,Female,37445.93234059857
975,99,2025-02-21 22:07:25.829230,1.0,Visa,Starbucks,0,20,Female,57523.28094105335
976,537,2024-10-03 22:07:25.829234,60.18067438268661,Mastercard,Walmart,0,54,Female,79298.82679690418
977,304,2025-02-12 22:07:25.829239,39.5552780954806,Mastercard,BestBuy,0,35,Female,54738.115285362794
978,73,2025-08-08 22:07:25.829244,47.75220331644656,Visa,Restaurant,0,50,Female,81487.806373779
979,957,2025-03-14 22:07:25.829248,38.94141902642901,Amex,Starbucks,0,66,Female,18000.712805348958
980,547,2024-11-07 22:07:25.829253,74.21139249820062,Mastercard,BestBuy,0,24,Male,53923.16026578458
981,947,2025-04-23 22:07:25.829258,83.59063335660144,Visa,Target,0,43,Female,75787.1543088966
982,143,2024-10-12 22:07:25.829265,58.491594867759616,Amex,Starbucks,0,54,Male,59477.736189303294
983,214,2025-05-08 22:07:25.829270,39.820664385855224,Amex,Amazon,0,33,Male,48780.98558796356
984,717,2024-10-14 22:07:25.829275,48.759883855724894,Amex,Gas Station,0,59,Female,86073.30965580494
985,305,2024-12-02 22:07:25.829280,50.58798849732885,Mastercard,Restaurant,0,42,Female,55061.288661046434
986,414,2025-02-03 22:07:25.829284,442.13421166717643,Visa,Target,1,59,Female,32513.28934930545
987,917,2025-01-21 22:07:25.829289,67.36785945713704,Visa,Target,0,51,Female,91098.99569390091
988,729,2025-08-14 22:07:25.829294,63.80126971581399,Mastercard,Restaurant,0,53,Female,64794.95176413853
989,345,2025-05-13 22:07:25.829299,96.2132371933002,Amex,BestBuy,0,49,Female,56530.66223774981
990,744,2025-04-16 22:07:25.829303,87.66049340865425,Mastercard,Walmart,0,38,Male,69327.34251806999
991,598,2025-07-18 22:07:25.829308,29.429752472296094,Amex,Gas Station,0,54,Female,31664.13265890547
992,494,2025-09-02 22:07:25.829312,74.60895123526893,Visa,Amazon,0,25,Female,85460.49285446445
993,681,2025-06-05 22:07:25.829317,21.47139850716585,Visa,Restaurant,0,47,Male,68244.92313284385
994,899,2025-04-14 22:07:25.829322,70.8779630282255,Amex,Restaurant,0,30,Male,71659.96742601991
995,125,2024-10-18 22:07:25.829326,34.50157403719676,Mastercard,Amazon,0,36,Female,64398.95096707827
996,841,2025-07-27 22:07:25.829331,19.302403298732468,Amex,BestBuy,0,35,Male,69776.11028337626
997,408,2024-11-14 22:07:25.829336,58.401360280922134,Mastercard,BestBuy,0,30,Female,55638.02143013318
998,236,2025-04-17 22:07:25.829341,1.0,Visa,Target,0,35,Female,74174.72050929327
999,879,2024-09-12 22:07:25.829345,1.0,Mastercard,Restaurant,0,25,Female,59946.76813345287
1000,992,2024-10-05 22:07:25.829350,44.67524348677151,Amex,BestBuy,0,47,Female,56392.05286205649
1001,657,2024-12-18 22:07:25.829355,52.47325299904527,Mastercard,Walmart,0,68,Male,53842.0397523381
1002,617,2025-03-26 22:07:25.829359,203.4569416948606,Visa,Target,1,35,Female,40923.92986502238
1003,344,2025-03-09 22:07:25.829364,2.6169110384720398,Visa,Target,0,28,Male,70559.0867306228
1004,776,2025-08-24 22:07:25.829369,-26.640657322733716,Mastercard,Target,1,42,Female,79781.08634597814
1005,646,2024-12-16 22:07:25.829374,61.73627981712182,Visa,Amazon,0,56,Female,71940.03491658087
1006,521,2025-04-18 22:07:25.829378,67.45345311885087,Mastercard,Gas Station,0,34,Male,70195.87785610903
1007,527,2025-03-15 22:07:25.829383,49.51330647212176,Visa,Gas Station,0,53,Male,73776.75315484215
1008,64,2025-08-21 22:07:25.829388,84.70501343110966,Visa,Amazon,0,68,Male,93365.11644732828
1009,984,2025-03-19 22:07:25.829392,61.92191070377703,Amex,Target,0,57,Male,61245.27858241508
1010,690,2025-04-26 22:07:25.829397,27.576330381253634,Visa,Walmart,0,21,Male,92368.74160309891
1011,502,2025-06-11 22:07:25.829401,41.58493839765148,Amex,Starbucks,0,65,Female,61575.54688673585
1012,636,2024-10-17 22:07:25.829406,7.914015283764357,Visa,Target,0,37,Female,66617.5357189106
1013,11,2024-10-19 22:07:25.829411,46.7558302882575,Amex,BestBuy,0,24,Female,34147.60468376627
1014,607,2025-05-25 22:07:25.829416,83.36301857664016,Visa,Restaurant,0,22,Male,71312.8785899428
1015,632,2024-10-09 22:07:25.829421,70.55870254132904,Visa,Restaurant,0,46,Male,54315.42141877189
1016,430,2024-12-04 22:07:25.829426,92.06027977757367,Amex,Gas Station,0,40,Female,39152.00290184663
1017,301,2024-12-12 22:07:25.829431,40.91344268603021,Mastercard,Restaurant,0,34,Female,56283.36250721553
1018,246,2025-07-27 22:07:25.829435,90.38299383542773,Visa,Starbucks,0,32,Female,77607.38642693775
1019,589,2025-06-01 22:07:25.829440,44.20087320656091,Amex,Amazon,0,64,Male,55566.262999199964
1020,94,2025-05-31 22:07:25.829445,94.14755247709681,Mastercard,Amazon,0,37,Female,64747.19293190248
1021,315,2024-11-02 22:07:25.829449,49.34429757673629,Amex,Starbucks,0,56,Female,83079.23514924299
1022,153,2025-06-26 22:07:25.829454,71.2169412141283,Mastercard,Gas Station,0,26,Male,32238.157432552613
1023,240,2024-10-20 22:07:25.829459,94.25337092929567,Visa,Gas Station,0,39,Female,48367.40337098554
1024,140,2025-01-10 22:07:25.829463,44.19717114256383,Visa,BestBuy,0,29,Female,91713.33230376538
1025,597,2024-10-04 22:07:25.829468,56.55166962632523,Visa,Amazon,0,37,Male,35799.04031570611
1026,216,2025-04-19 22:07:25.829473,88.66590275618907,Mastercard,Amazon,0,46,Female,42784.21964600093
1027,794,2025-06-19 22:07:25.829477,46.00990508209809,Visa,Target,0,40,Male,59981.07108834407
1028,370,2025-07-30 22:07:25.829482,10.373231524815168,Visa,Walmart,0,21,Female,56378.94945534397
1029,972,2025-09-02 22:07:25.829487,114.29021163754729,Visa,BestBuy,0,46,Male,41110.34388093138
1030,293,2024-11-11 22:07:25.829491,35.9070660698859,Visa,Target,0,42,Female,69768.19494041704
1031,241,2024-10-18 22:07:25.829496,54.762681528126286,Amex,Restaurant,0,24,Female,55630.958571987925
1032,981,2025-07-05 22:07:25.829501,84.6802000835338,Mastercard,Walmart,0,37,Male,56296.60686583676
1033,535,2024-10-18 22:07:25.829505,31.745182888063944,Mastercard,Restaurant,0,38,Male,64422.53525014343
1034,321,2024-09-19 22:07:25.829510,19.763962603336093,Amex,Amazon,0,49,Male,86213.82428251755
1035,45,2024-10-10 22:07:25.829515,57.61211890324499,Mastercard,Walmart,0,65,Female,42805.21540511509
1036,586,2024-12-10 22:07:25.829519,1.0,Amex,Amazon,0,62,Male,70405.91041174947
1037,931,2024-09-07 22:07:25.829524,41.36281769396239,Visa,Gas Station,0,49,Female,72236.0354713111
1038,614,2025-01-17 22:07:25.829529,57.35115992946218,Visa,Target,0,55,Female,59010.31929610396
1039,944,2024-12-07 22:07:25.829533,41.90144309524508,Visa,Amazon,0,63,Female,53273.98386374237
1040,284,2024-10-22 22:07:25.829538,3.696471704427587,Visa,Walmart,0,55,Female,74186.37371677684
1041,897,2024-11-21 22:07:25.829543,97.82533868612036,Amex,Target,0,57,Female,49524.38463880479
1042,584,2024-11-16 22:07:25.829548,53.10614461847526,Mastercard,Walmart,0,22,Female,14251.561008857854
1043,553,2025-02-02 22:07:25.829552,92.93456353285222,Visa,Walmart,0,44,Female,49227.40246547291
1044,791,2025-03-22 22:07:25.829557,42.19891249458666,Mastercard,Starbucks,0,54,Male,68006.01107110808
1045,212,2025-08-29 22:07:25.829562,23.599640549277083,Mastercard,Amazon,0,44,Female,27184.023969274866
1046,672,2024-09-29 22:07:25.829566,58.075427607654795,Visa,Amazon,0,59,Male,74302.82117473567
1047,87,2025-06-17 22:07:25.829571,43.52638621015341,Mastercard,Walmart,0,53,Female,64557.816583738895
1048,7,2025-07-03 22:07:25.829576,14.667156260259262,Amex,Restaurant,0,29,Male,47240.15332693216
1049,459,2025-04-24 22:07:25.829580,94.09352776362488,Amex,Gas Station,0,45,Male,59215.486246398104
1050,183,2025-06-06 22:07:25.829585,31.331893313180117,Mastercard,Amazon,0,52,Female,36466.2395323392
1051,328,2025-01-09 22:07:25.829589,1.0,Visa,BestBuy,0,58,Male,60057.249247366
1052,299,2025-07-23 22:07:25.829594,89.84498161871998,Visa,Gas Station,0,20,Female,75762.1188192846
1053,398,2025-06-06 22:07:25.829599,34.871059525621305,Visa,Gas Station,0,64,Male,64265.84491933406
1054,14,2024-11-11 22:07:25.829603,31.76528322153127,Mastercard,Gas Station,0,39,Female,47912.584574694214
1055,100,2024-10-10 22:07:25.829608,1.0,Visa,Amazon,0,35,Male,57530.409986922416
1056,756,2024-11-12 22:07:25.829613,177.16344073583687,Visa,Gas Station,1,51,Male,72515.50889724673
1057,169,2025-05-22 22:07:25.829618,11.315582383709376,Amex,Gas Station,0,53,Male,70244.57309530763
1058,232,2025-08-20 22:07:25.829622,51.753484421169496,Amex,Target,0,69,Female,37374.8092574186
1059,111,2024-11-19 22:07:25.829627,77.37860967621322,Mastercard,Amazon,0,51,Female,65849.94155646782
1060,347,2025-03-08 22:07:25.829631,62.65150799009291,Visa,Gas Station,0,48,Male,69651.91489346654
1061,340,2025-05-01 22:07:25.829636,48.21037064023425,Visa,Restaurant,0,37,Female,46932.50173667734
1062,614,2024-09-15 22:07:25.829641,1.0,Visa,BestBuy,0,55,Female,59010.31929610396
1063,729,2025-08-11 22:07:25.829645,25.708254926981482,Mastercard,Gas Station,0,53,Female,64794.95176413853
1064,240,2025-07-02 22:07:25.829650,55.63401014127566,Visa,Walmart,0,39,Female,48367.40337098554
1065,240,2025-04-13 22:07:25.829655,26.38477790039011,Amex,Amazon,0,39,Female,48367.40337098554
1066,733,2025-04-03 22:07:25.829661,56.10078379996303,Amex,Target,0,46,Male,71892.44438686325
1067,270,2025-04-11 22:07:25.829666,70.45230226445426,Visa,BestBuy,0,49,Male,31181.073744801022
1068,540,2025-01-21 22:07:25.829670,78.87508657400305,Visa,Starbucks,0,34,Male,75044.05887631763
1069,286,2024-10-29 22:07:25.829675,13.214619265619497,Mastercard,Walmart,0,21,Female,45725.51119082952
1070,335,2025-05-22 22:07:25.829680,115.89938164936862,Amex,Walmart,0,69,Male,64539.49025805148
1071,566,2025-05-22 22:07:25.829684,73.02438033662392,Amex,Walmart,0,32,Male,65451.093579338376
1072,443,2025-07-26 22:07:25.829689,49.94857538992808,Visa,BestBuy,0,55,Female,58828.74402805575
1073,725,2025-02-17 22:07:25.829694,82.68609749229921,Visa,Amazon,0,59,Male,53527.11455235808
1074,908,2025-04-22 22:07:25.829698,120.9622331599992,Mastercard,Amazon,0,21,Male,51485.259993199
1075,503,2025-06-28 22:07:25.829703,6.838396968293914,Mastercard,Gas Station,0,67,Male,70475.99265917609
1076,370,2025-03-08 22:07:25.829708,43.24212072525939,Visa,Gas Station,0,21,Female,56378.94945534397
1077,120,2025-07-23 22:07:25.829712,1.0,Mastercard,Amazon,0,57,Male,97799.03930045961
1078,75,2025-08-19 22:07:25.829717,55.77954597944074,Mastercard,Restaurant,0,35,Female,41609.007762143185
1079,423,2025-05-15 22:07:25.829722,60.96182725775422,Visa,Gas Station,0,37,Male,71718.200959144
1080,70,2025-03-30 22:07:25.829727,48.82513653671722,Amex,Restaurant,0,52,Female,49889.28697893226
1081,835,2024-11-18 22:07:25.829731,30.363992870050705,Visa,Amazon,0,47,Female,67495.68230914694
1082,745,2025-01-15 22:07:25.829736,1.0,Mastercard,Walmart,0,61,Male,62597.53635505568
1083,271,2025-03-30 22:07:25.829741,61.20601050235306,Mastercard,Starbucks,0,28,Male,51980.97521327145
1084,994,2025-07-27 22:07:25.829745,93.66303451745975,Visa,Walmart,0,47,Male,101663.9362230002
1085,132,2025-05-29 22:07:25.829750,32.26944632799704,Mastercard,Restaurant,0,24,Male,44742.63568111142
1086,98,2024-11-18 22:07:25.829755,63.20179787069435,Mastercard,Gas Station,0,40,Female,91753.365640138
1087,102,2024-12-23 22:07:25.829759,80.77994466342746,Amex,Starbucks,1,52,Female,80509.69152413211
1088,428,2025-02-19 22:07:25.829764,63.716391910775414,Visa,Starbucks,0,33,Female,51319.89047929819
1089,167,2025-06-09 22:07:25.829769,38.19853106766029,Mastercard,Amazon,0,62,Male,77586.30031211588
1090,105,2024-10-16 22:07:25.829773,27.12746148191257,Mastercard,Target,0,46,Female,57989.27941775127
1091,966,2025-08-24 22:07:25.829778,27.189090763516084,Mastercard,BestBuy,0,48,Female,58019.6593905206
1092,598,2025-08-29 22:07:25.829783,38.1916525390097,Amex,Target,0,54,Female,31664.13265890547
